SF_ID_ENCR,ES_ECID,ES_HQECID,ES_MatchScore,ES_Tier,ES_WebsiteStatus,ES_InactiveFlag
522FC7974D890D6B38422426257EB3CB,124103082,124103082,1,1,VALID,
1AACD097C8BEF2EA5B1032ADFB3A361A,129588862,129588862,1,3,PARKED,1
5DE45FCE12B9AA20D5A501A65A73420C,111598299,111598299,1,1,VALID,
73582AAD42B64349481E582D7C65EE9F,121360720,121360720,1,1,VALID,
02AF42CA214EB97BC71204CD8AD595A3,133432500,133432500,1,1,VALID,
2D92EEB3FCD70CBE103AAC123A39D3A7,139842061,139842061,1,1,VALID,
40CA50FCC216F932D04043DDD342FD50,120289365,120289365,1,2,,
FF71941DD20F413EDA89D0D3AD511A65,130424504,130424504,1,1,VALID,
6FE122DF147AE91532A4F9A9F2A6FB7D,158252976,158252976,1,1,VALID,
CBE63CCDB9013C4A9332F3F8FA1306F7,118552832,118552832,1,1,VALID,
C23FA22766B1CCFF6382C5F99C7A0F2C,168801783,168801783,1,1,,
0544629051CB49AC48E25316DED8A76A,123211523,123211523,1,2,VALID,
FFB952C260A609D13911818B8C9ACF44,105022758,105022758,1,2,VALID,
145E2361B5C5091D09B7F2EE725697DF,129991755,129991755,1,1,VALID,
BA113D26466807B37CD2D067446932DF,120195686,120195686,1,1,REDIRECT,
784D2E523CA92CF1975A16E43FAAF3A9,,,,,,
273D3F1105DDFD1A16948F83381E0F03,152804876,152804876,1,1,VALID,
DF3DC6758252CA6A238291246756BF74,162854638,162854638,1,1,VALID,
47B673F0895994CF4392EA16B7D9388B,125877430,125877430,1,1,VALID,
A05A04DE217371D32702ACEC8D957318,134906471,134906471,1,2,VALID,
4E92CC278033DAE8C971408BB390F9E1,103743546,103743546,1,2,VALID,
EFC3C0144DAFC9EA1EA213F09F85F941,123210760,123210760,1,3,VALID,
BAEDD4C32B22C8378F5EE65E56CAAEF9,101988697,101988697,1,1,VALID,
49C8C6574538EF538269CC9FE0716CD6,144385771,144385771,1,2,,
EFF5CB91328ED09F6928BB497FBF45D9,129982402,129982402,1,1,VALID,
97BBD70FD88E417D3EEB3A6E0A1D5D1F,108888147,108888147,1,1,VALID,
C330545CB0DA51633AC42D2F77B3BE1E,116981866,116981866,1,1,VALID,
3D383BD8A1A6C3BF70EA0FF24EE97BD2,100693039,100693039,1,3,VALID,
B89D1EB4BC85796308CCD68AD76B48B0,127026320,127026320,1,2,,
EA456A8E4FECB8D6A5489A3FBA749587,118818676,118818676,1,3,INVALID,1
E374E7BDE361A27FC72BB41614BB9D02,159567165,159567165,1,1,VALID,
9284438656F0E1B3CD87936B603EB6CB,160685088,160685088,1,1,VALID,
608FBE58F15EF70BCCA182041E7BBF2A,108665167,108665167,1,2,REDIRECT,
326DF478B132C1B95D0BCCB80BA6036D,172987355,172987355,1,1,VALID,
1FC474FA7095E829CEB4FFFD3596FAF9,111063988,111063988,1,1,VALID,
D52B8E12B1E156BF95934B1EADB9402C,,,,,,
B0874E68D918F26A324CB7908C1FACAF,,,,,,
60C01AB68625E717E8A3F270EF697264,101969668,101969668,1,2,VALID,
FD77AFAAC4E5B9C9BA15D120898687A9,157115881,157115881,1,3,VALID,
D829564C17B7E620992C0C6D5C7A37F2,182735266,182735266,1,1,VALID,
433FB54F176611C7E1FBBD5860699DE4,114105512,114105512,1,1,VALID,
D4BE5D426C7BA0621D86F42E44C0BEE1,141439944,141439944,1,1,VALID,
469AE91A50A15F7FBBD2303228EF339D,150043894,150043894,1,2,,
8D011460DCF9FFFDD58E776F1C6FAABD,126595928,126595928,1,3,INVALID,1
EA7E79AE5C4AD530BF1660C9FF3C896F,106181618,106181618,1,1,VALID,
18D56A16F69FA7FB3FA3D4C511AA9F16,113154385,113154385,1,1,VALID,
3A30284D2050392E531FE78CB8CD6CF9,106058113,106058113,1,2,,
668454BF100B74AF171B925E8D8287DE,108647031,108647031,1,2,VALID,
82670DCB4825C7C626D791B1F59D05E1,128287678,128287678,1,1,VALID,
D8AA05ACC5A02EF06DF7BDBD509D6BB4,109799158,109799158,1,3,VALID,
82FBCED768B68B1E37AEE4320BFEE212,146144335,146144335,1,1,VALID,
4649E4CC6285FAF2E62159CC33E4F8C9,106118898,106118898,1,2,VALID,
F1C5AC861C94CCF1A188A595FB63303F,146152486,146152486,1,1,VALID,
4EAB7ABF63B6064DD70707241BEDF870,133349353,133349353,1,2,VALID,
1F990A6DB8DD3144BED2E344CA5F1858,139614786,139614786,1,1,VALID,
D3042923CE592330C685D1D2647F060E,162451452,162451452,1,2,VALID,
5CF1C398B4CA8DE9045E51AF8EDB49FB,116258388,116258388,1,1,VALID,
38AC16B7183357387451EEFC01E88BD7,128065736,128065736,1,3,VALID,
628A0CEB1E6D24EBB91FE289DFB94742,214308242,214308242,1,1,,
C960D7E5AE67A74F92947DEBC6F522DD,,,,,,
FC46272ACF21A3455781FF37402F181D,116322353,116322353,1,1,VALID,
B89EB75B769C630C3CFE843E3BE2F6FB,130290111,130290111,1,1,VALID,
28AE2DEAA33E46185891F4D8228CC245,146665222,146665222,1,1,VALID,
FDB08D116D63756CDB6ACCFC28579963,150444811,150444811,1,3,VALID,
5371F0B1B7275C930DF64D3CE8784699,162036787,162036787,1,1,VALID,
EA3878D481ABA98144B6296B37902C9E,156754752,156754752,1,1,VALID,
DA18E04226CB60DC6C94C1C189AF1DB1,150142760,150142760,1,3,VALID,
EAB1C013065FE068E8D8DC3BC11AE3B6,152993590,152993590,1,2,,
B8676ACEBE6B654DD33B14CBD2C9B292,155786932,155786932,1,3,VALID,
86DE93DFFCC873AA2B78774FA3953F4C,116773836,116773836,1,3,VALID,
D7843E6C675FB1FA66AD6946E77453A8,106245667,106245667,1,2,REDIRECT,
1846AF81606E90CABC27EB4B49E40C1A,158312733,158312733,1,2,REDIRECT,
A63710D3EFCBA6690E20B2FFCCACF520,133651686,133651686,1,2,VALID,
50B3E653FA30D50380EE25D318D7B1AC,146339099,146339099,1,1,REDIRECT,
4221273EF78854EF8EB79196B9FFBF25,125899872,125899872,1,1,VALID,
BE632F4DE4072A696C5AFF512B997159,138239752,138239752,1,1,VALID,
4397D46BB06747AF0931C48C20FF9D79,118448721,118448721,1,2,,
40D971464603919CC039AD6D56652436,141081509,141081509,1,1,VALID,
F7FC4721B1690B51D92840372B3F99F6,154438800,154438800,1,1,VALID,
58E2624480EEE6FB2DEDE0F0EEB22F35,130978555,130978555,1,3,VALID,
6DFD5EEFFC90F6D050F2E51093C00C7E,162163966,162163966,1,2,,
626B156980C846B863A5E2BB601A16AD,163835472,163835472,1,2,,
6032D779F2F646AF43F208F82C2CEAF5,120073644,120073644,1,1,VALID,
E95C863B4D0CC1685E95AA5C2E85A84C,115546067,115546067,1,1,VALID,
B283396A3E5F54C99D8C0878ABD08068,,,,,,
65CEF4D249F9C4D25085772834AB8D89,160848280,160848280,1,1,VALID,
4DE2E5B7A2180E2BABCB4C40A9EDF202,153282140,153282140,1,1,VALID,
